Eesnimi;Perenimi;Sugu;Sünniaeg;Isikukood;Maakond;Tänav;Asula;Asulatüüp;Mobiiltelefon;Telefon;Surmaaeg;Vanus
Jarko;Tiik;M;18.08.1939;33908182256;Saaremaa;Rabaveere;Rahu;küla;58714530;4592671;;
Janeli;Klavan;N;18.08.1998;49808180647;Harjumaa;Rangu;Rae;küla;52549277;6450014;26.08.2011;13
Jakob;Kuningas;M;18.08.1913;31308181767;Saaremaa;Vana-Pärnu maantee;Kuremetsa;küla;51219588;4582051;;
Markko;Jakobson;M;18.08.1930;33008182620;Võrumaa;Filmi;Navi;küla;58560967;7880140;;
Heidi;Krõlov;N;17.07.1936;43607175557;Ida-Virumaa;Mureli;Uikala;küla;;3393200;18.08.1938;2
Viktor;Korol;M;19.10.1919;31910198392;Viljandimaa;Tuisu;Mäeltküla;küla;56397318;4345049;18.08.2002;82
Tauno;Kuusk;M;18.08.1922;32208183502;Harjumaa;Säde;Peningi;küla;50062903;6748451;;
Ants;Kalda;M;18.08.1923;32308182937;Saaremaa;Võsara;Kõruse;küla;53703195;4586094;;
Karl Kevin;Holm;M;18.08.1931;33108186793;Ida-Virumaa;Ôie;Sahargu;küla;54233016;3368792;;
Eliza;Kalm;N;18.08.2004;60408181458;Valgamaa;Vilisuu;Põru;küla;54958404;7674766;04.10.2005;1
Valter;Kapp;M;18.08.1961;36108181439;Hiiumaa;Jugapuu tee;Ligema;küla;54400413;4631462;;
Kirsika;Jakovlev;N;18.08.1983;48308188254;Hiiumaa;Puhke;Soonlepa;küla;59579222;4697442;;
Erik;Bogdanov;M;18.08.2015;51508183260;Viljandimaa;Kalevipoja põik;Parika;küla;58853902;4362990;;
Villem;Sidorov;M;18.08.1993;39308189627;Harjumaa;Müta;Tammneeme;küla;50851918;6806614;;
Miia;Žuravljov;N;18.08.1913;41308181464;Läänemaa;Auru;Kuke;küla;57863079;4742658;;
Helina;Remmel;N;18.08.1990;49008186017;Võrumaa;Kerese;Petrakuudi;küla;55882820;7824731;21.10.2006;16
Karl;Alekseev;M;18.08.2000;50008185015;Järvamaa;Mustjõe;Tamsi;küla;52058251;3803433;;
Elena;Merisaar;N;18.08.1969;46908181490;Põlvamaa;Väike-Patarei;Kremessova;küla;53933427;7950576;;
Moonika;Liiv;N;18.08.1938;43808186719;Tartumaa;Otse;Paali;küla;52977094;7208284;;
Rünno;Susi;M;18.08.1973;37308186374;Võrumaa;Liivakuru;Pedejä;küla;52988263;7851253;;
Saara;Gross;N;18.08.1994;49408182969;Võrumaa;Pardiloigu;Klistina;küla;52890795;7805004;;
Minna;Piho;N;18.08.1969;46908185279;Harjumaa;Ranniku tee;Audevälja;küla;56390571;6810629;;
Veniamin;Mäe;M;18.08.1968;36808186911;Põlvamaa;1. liin;Saareküla;küla;53060926;7979226;;
Meeli;Tomson;N;18.08.1955;45508183333;Harjumaa;Ilmarise;Kiili;alev;59619213;6810743;;
Keit;Raja;M;18.08.1925;32508187195;Lääne-Virumaa;Auru põik;Natturi;küla;50383303;3269828;;
Kaia;Davõdov;N;18.08.1941;44108189325;Ida-Virumaa;Piibri;Kiissa;küla;56551123;3382649;;
Kärol;Kuus;N;18.08.2013;61308181142;Raplamaa;Valukoja;Naistevalla;küla;50918888;4862415;;
Fredi;Afanasjev;M;18.08.1952;35208181379;Jõgevamaa;Uus-Sauga;Kirtsi;küla;53759130;7775685;;
Hendri;Randmaa;M;18.08.1911;31108184858;Pärnumaa;Jumika tee;Veelikse;küla;56155461;4439514;;
Karoline;Jaanus;N;18.08.1955;45508189200;Saaremaa;Tallinna  maantee;Masa;küla;59312191;4506224;;
Katre;Karpov;N;18.08.1970;47008187097;Ida-Virumaa;Müta;Arumäe;küla;59116019;3337950;;
Ester;Poljakov;N;18.08.1927;42708185748;Võrumaa;Mait Metsanurga;Kahro;küla;51023894;7858614;;
Gregor;Novikov;M;18.08.1935;33508187641;Jõgevamaa;Gorbatši;Vanavälja;küla;;7798189;29.05.1977;41
Richard;Luik;M;18.08.2016;51608181167;Jõgevamaa;Vilja;Vaidavere;küla;59000112;7713443;;
Kelvin;Uibo;M;18.08.1950;35008189752;Saaremaa;Reideni;Sagariste;küla;58515620;4586916;;
Devid;Pikk;M;18.08.1922;32208184821;Põlvamaa;Jalami;Selise;küla;52762002;7913728;30.07.1993;70
Anabell;Raag;N;18.08.1946;44608182974;Tartumaa;Kurereha tee;Nõo;alevik;56875369;7305052;;
Maris;Vahtra;N;18.08.1962;46208183166;Võrumaa;Uus-Kalamaja;Sapi;küla;57722852;7844328;;
Endrik;Kodres;M;18.08.1997;39708180910;Võrumaa;Palsami;Maaslova;küla;56483117;7821025;;
Sigrit;Susi;N;18.08.1900;40008185737;Läänemaa;Kullassepa;Kuluse;küla;57487314;4722658;;
Alondra;Lang;N;18.08.1981;48108185288;Läänemaa;Kreenholmi;Matsalu;küla;52316978;4700659;;
Ronja;Vlassov;N;18.08.1905;40508187310;Jõgevamaa;Kaaruti;Sulustvere;küla;56355388;7720298;;
Nele-Liis;Tomingas;N;01.04.1903;40304013205;Viljandimaa;Veerenni põik;Lalsi;küla;54397149;4399093;18.08.2009;106
Rainer;Karpova;M;18.08.2004;50408188737;Ida-Virumaa;Lõosilma tee;Purtse;küla;54992226;3300946;;
Hans-Kristjan;Ojaste;M;18.08.1924;32408186155;Võrumaa;Pinu;Krabi;küla;58444246;7851205;;
Sirly;Kaljuvee;N;05.09.1986;48609050119;Harjumaa;Põllumäe;Raudoja;küla;54338646;6228245;18.08.2003;16
Georg;Kuzmin;M;12.03.1999;39903120595;Jõgevamaa;Vainutalu põik;Imukvere;küla;57176577;7703216;18.08.2014;15
Mariete;Müürsepp;N;18.08.1914;41408189055;Pärnumaa;Kassi;Lepaküla;küla;59070129;4406475;;
Triin;Medvedev;N;18.08.1973;47308188454;Võrumaa;Voorimehe;Ala-Suhka;küla;56626027;7825827;;
Remi;Püvi;M;18.08.1906;30608180841;Tartumaa;Saarepiiga puiestee;Ronisoo;küla;57936724;7175631;;
Mariete;Lebedev;N;18.08.1968;46808183580;Võrumaa;Äkkeküla tee;Härämäe;küla;55876865;7837682;;
Eliisabeth;Jürgens;N;18.08.1903;40308185756;Põlvamaa;Puiestee;Nulga;küla;50801008;7958204;;
Julius;Sikk;M;18.08.1975;37508184783;Pärnumaa;Grafovi;Tõlla;küla;50217317;4412504;;
Adele;Saar;N;18.08.1944;44408189689;Läänemaa;Varraku;Äila;küla;56655239;4706602;;
Maxim;Lunin;M;18.08.1986;38608181455;Harjumaa;Ränikivi;Ahisilla;küla;55001521;6489636;;
Luisa;Saks;N;18.08.2004;60408182307;Tartumaa;Kandle;Kõdesi;küla;57086169;7705107;;
Renar;Kolberg;M;22.08.2005;50508229675;Tartumaa;Tihase;Haapsipea;küla;54492426;7488131;18.08.2011;5
Valerija;Niit;N;18.08.1977;47708185060;Pärnumaa;Linda park;Võiera;küla;;4484629;25.08.1980;3
Erik;Kalda;M;18.08.1961;36108184829;Lääne-Virumaa;Ahju;Võrkla;küla;57415917;3266209;;
Marlon;Nazarov;M;18.08.1966;36608187870;Harjumaa;Astangu;Ohtu;küla;56233392;6764759;;
Norman;Pihelgas;M;29.09.1945;34509294154;Jõgevamaa;Vasara põik;Arisvere;küla;59126777;7723917;18.08.2010;64
Ruth;Kudrjavtsev;N;18.08.1937;43708186214;Raplamaa;Nurmenuku tee;Jõeääre;küla;56732676;4862787;;
Iti;Jegorov;N;18.08.1993;49308186431;Viljandimaa;Kõue;Punaküla;küla;55879643;4348824;01.01.2019;25
Ken;Saar;M;04.09.2012;51209043904;Läänemaa;Priisle tee;Tuuru;küla;59123495;4797190;18.08.2017;4
Jargo;Pärn;M;18.08.2012;51208183762;Järvamaa;Paavli;Vuti;küla;52041064;3806749;;
Vera;Kolesnik;N;18.08.1907;40708180123;Järvamaa;Kloostri tee;Abaja;küla;52537319;3835454;;
Cathy;Kozlov;N;18.08.1957;45708180763;Viljandimaa;Puki tee;Ülensi;küla;56263043;4357084;;
Gerttu;Mikelsaar;N;18.08.1921;42108185753;Pärnumaa;Voldemar Melliku tänav;Tootsi;alev;55302213;4455786;;
Janari;Koort;M;18.08.1960;36008180252;Lääne-Virumaa;Parve;Paatna;küla;56428641;3289636;;
Valerija;Talts;N;18.08.1960;46008187038;Võrumaa;Luste;Viirapalu;küla;59281056;7897997;;
Mikk;Kase;M;18.08.2012;51208186599;Põlvamaa;Kasvu;Jaanikeste;küla;55603344;7915445;19.12.2016;4
Teet;Bõstrov;M;20.10.1947;34710202139;Harjumaa;Mõisaääre tänav;Kallavere;küla;;6233647;18.08.1966;18
Sireli;Sisask;N;18.08.1921;42108189894;Harjumaa;Rahu;Andineeme;küla;54269542;6662402;;
Einar;Sepp;M;18.08.1987;38708182302;Tartumaa;Nurme;Mäletjärve;küla;57587792;7727350;;
Rait;Novikov;M;18.08.1909;30908181842;Hiiumaa;Vinkli;Suureranna;küla;58881075;4644619;;
Toomas;Jänes;M;18.08.1962;36208188479;Jõgevamaa;Saarepuu;Maardla;küla;50388017;7727174;;
Riko;Tomingas;M;15.04.1958;35804159600;Pärnumaa;Küüni;Väljaküla;küla;;4433307;18.08.1970;12
Älis;Pärna;N;18.08.1973;47308183267;Harjumaa;Madala;Anija;küla;52716357;6368695;;
Artjom;Kasemets;M;18.08.2008;50808189499;Tartumaa;Paul Kerese;Pihva;küla;54051731;7223195;;
Ayrton;Arula;M;18.08.1945;34508183579;Läänemaa;Kartuli;Ohtla;küla;55617128;4735881;;
Kristjan;Vill;M;18.08.1903;30308184518;Tartumaa;Suur-Jôekalda;Kammeri;küla;;7556541;17.07.1910;6
Gerli;Maasik;N;18.08.1909;40908188093;Ida-Virumaa;Tõru;Vaivara;küla;59897640;3344514;;
Henri;Abbt;M;18.08.1967;36708181335;Võrumaa;Akadeemia;Taudsa;küla;59272466;7832574;;
Emeri;Paap;N;18.08.1952;45208185316;Harjumaa;Suur-Jôe;Kuivajõe;küla;53460551;6468545;;
Monika;Viks;N;18.08.1990;49008184591;Jõgevamaa;Söe;Vana-Jõgeva;küla;58978377;7710984;;
Regina;Soosalu;N;18.08.1949;44908187587;Läänemaa;Kurereha tee;Kause;küla;;4786938;16.06.1969;19
Ainar;Nurm;M;18.08.2009;50908185504;Tartumaa;Saarepuu;Aardla;küla;52381854;7175168;28.08.2010;1
Heleriin;Lepik;N;18.08.1965;46508181122;Hiiumaa;Suur-Posti;Suureranna;küla;58697978;4677573;;
Art;Kont;M;18.08.1973;37308180516;Raplamaa;Lossiaed;Leibre;küla;53325125;4880075;;
Emilie;Kolberg;N;18.08.1909;40908182818;Harjumaa;Voorimehe;Põhja;küla;58080049;6918839;;
Maribel;Konstantinov;N;18.08.1970;47008183005;Lääne-Virumaa;Joa;Karula;küla;52933703;3283508;;
Alfred;Allik;M;18.08.1939;33908185431;Ida-Virumaa;Rebase;Kaatermu;küla;58166774;3333097;28.07.1999;59
Pärtel;Kozlov;M;18.08.1913;31308185810;Lääne-Virumaa;Vasara;Naistevälja;küla;53942001;3286337;;
Siim;Mäesalu;M;18.08.2009;50908188725;Läänemaa;Kalevala;Kinksi;küla;51909975;4788675;;
Alexander;Vahter;M;18.08.1960;36008187971;Pärnumaa;Jaanilille tee;Kalita;küla;53840462;4487213;24.09.1996;36
Markus;Rosenberg;M;13.12.1988;38812136077;Põlvamaa;Õhu;Jõgehara;küla;52247928;7937048;18.08.1992;3
Jaana;Kaasik;N;18.08.1900;40008180670;Saaremaa;Papli;Küdema;küla;50469149;4567828;;
Milena;Kaasik;N;18.08.1911;41108189144;Lääne-Virumaa;Kadaka tee;Rohu;küla;54150261;3244668;;
Elery;Baskin;N;18.08.1921;42108187231;Läänemaa;Alasi;Oonga;küla;55359347;4781426;;
Tõnis;Kuznetsov;M;27.03.2019;51903276877;Harjumaa;Ravi;Kiisa;alevik;53073003;6443353;18.08.2019;0
Natali;Uus;N;18.08.2018;61808181185;Lääne-Virumaa;Helmiku tee;Simunamäe;küla;56100478;3284959;;
Daria;Lang;N;18.08.1990;49008185637;Põlvamaa;Kodukolde;Võpolsova;küla;56417734;7955554;;
Ave;Alekseev;N;16.08.1968;46808167196;Tartumaa;Asunduse;Vana-Kastre;küla;;7888164;18.08.1989;21
Tiia;Korol;N;13.03.1928;42803133852;Valgamaa;Sõle;Arula;küla;;7670339;18.08.1954;26
Valentin;Lepp;M;18.08.2005;50508187383;Võrumaa;Taludevahe;Kirumpää;küla;51867393;7859085;;
Kristiin;Kivimäe;N;18.08.1953;45308182391;Jõgevamaa;Kuuli;Kõrenduse;küla;59342169;7777652;;
Xenia;Raid;N;16.04.1909;40904163350;Jõgevamaa;Hariduse;Pedja;küla;;7752130;18.08.1976;67
Kerstin;Alekseev;N;18.08.1989;48908183864;Harjumaa;Sepavälja tänav;Niitvälja;küla;57243477;6584881;;
Stella;Tammik;N;18.08.1947;44708181232;Raplamaa;Jaagu;Härgla;küla;58714798;4841317;;
Adriana;Männik;N;18.08.1955;45508184919;Järvamaa;Toom-Kooli;Rõhu;küla;52914382;3860986;22.03.2015;59
Igor;Mihhailov;M;18.08.1939;33908187721;Viljandimaa;Küüvitsa tee;Kõidama;küla;58459183;4324400;;
Konstantin;Täht;M;18.08.1985;38508186117;Raplamaa;Kase põik;Riidaku;küla;59572925;4824921;;
Cevin;Varik;M;18.08.2010;51008186385;Harjumaa;Kinga;Tagametsa;küla;53681468;6913550;28.04.2019;8
Cristopher;Lember;M;18.08.1907;30708181118;Võrumaa;Pille;Trolla;küla;58606763;7800488;;
Agne;Pihelgas;N;18.08.1965;46508183322;Lääne-Virumaa;Rannamäe tee;Kanguristi;küla;50960552;3202464;;
Jarno;Kool;M;18.08.1906;30608181965;Pärnumaa;Tulekivi;Joonuse;küla;50607201;4460184;;
Liisu;Viira;N;18.08.1920;42008188132;Lääne-Virumaa;Järveotsa tee;Kallukse;küla;50710244;3293271;;
Dominik;Krõlov;M;18.08.1985;38508185430;Valgamaa;Rotermanni;Ilmjärve;küla;50434663;7642489;;
Rebekka;Kurg;N;18.08.1932;43208186490;Lääne-Virumaa;A. Kongo;Vistla;küla;53422631;3267401;;
Eliisabeth;Kangro;N;18.08.1980;48008189958;Ida-Virumaa;Ugala;Martsa;küla;50156847;3302064;01.01.2000;19
Remo;Tilk;M;18.08.1961;36108183026;Harjumaa;Leevikese;Võlle;küla;57440183;6550926;;
Janely;Jürgens;N;18.08.1937;43708188026;Pärnumaa;Jahe tee;Nepste;küla;55172932;4402245;;
Annette;じず;N;18.08.1992;49208182232;Põlvamaa;Lehise;Suuremetsa;küla;53970186;7952702;;
Marii;Vares;N;18.08.2017;61708182946;Tartumaa;Küüni;Tähtvere;küla;58019735;7843593;;
Boriss;Maksimov;M;18.08.1921;32108187601;Saaremaa;Mõisavahe tänav;Kaunispe;küla;;4564949;28.12.1976;55
Anastassija;Hansen;N;18.08.1991;49108186337;Ida-Virumaa;Põik tänav;Vaivara;küla;54019199;3355089;;
Isabel;Luiga;N;18.08.2016;61608188899;Saaremaa;Aianduse;Kaunispe;küla;51641087;4583886;;
Mark;Tamm;M;18.08.1951;35108187655;Harjumaa;Padu;Paekna;küla;52510361;6741177;;
Ott;Lapin;M;28.04.1924;32404287522;Ida-Virumaa;Allveelaeva;Pauliku;küla;;3329557;18.08.1957;33
Rainis;Lind;M;18.08.1961;36108189277;Pärnumaa;Jugapuu põik;Võiste;alevik;56615678;4456900;;
Liisbet;Piirsalu;N;18.08.2000;60008180872;Raplamaa;Paasiku;Konnapere;küla;53335013;4862626;;
Elizaveta;Tiik;N;18.08.1979;47908183966;Võrumaa;Nõmme põik;Tammsaare;küla;51914150;7868638;;
Juri;Mäeots;M;18.08.2017;51708183078;Lääne-Virumaa;Kuusenõmme tee;Väike-Rakke;küla;59019780;3263371;;
Jarl;Nikiforov;M;18.08.1961;36108189127;Saaremaa;Vabriku;Metsalõuka;küla;;4566758;16.09.1991;30
Lauri;Kiik;M;18.08.1957;35708189507;Läänemaa;Haapsalu maantee;Koluvere;küla;54441768;4754980;;
Sten-Erik;Ossipov;M;18.08.1952;35208189555;Hiiumaa;Põllu;Kalana;küla;58923327;4659856;;
Raido;Kissa;M;18.08.1991;39108184901;Raplamaa;Ahvena;Seli-Nurme;küla;52676327;4827899;;
Leelo;Reinsalu;N;18.08.1959;45908181054;Põlvamaa;Sisaski;Rääptsova;küla;;7902092;04.06.1966;6
Jane-Ly;Pärna;N;18.08.1920;42008184585;Põlvamaa;Väike-Paala;Hauka;küla;52547610;7926657;;
Jörgen;Sobolev;M;18.08.1906;30608186930;Võrumaa;Treiali;Kühmamäe;küla;59159754;7865356;;
Xenia;Mercklin;N;18.08.1923;42308187000;Tartumaa;A. Elleri;Järvaküla;küla;56180302;7654786;;
Keiu;Kolberg;N;18.08.1962;46208186873;Raplamaa;Suur-Laagri;Eidapere;alevik;;4841623;08.05.1977;14
Gleb;Danilov;M;18.08.1907;30708187755;Pärnumaa;Sügise;Taali;küla;52669029;4447434;;
Jarko;Kivilo;M;18.08.1991;39108189529;Lääne-Virumaa;Männi;Väike-Maarja;alevik;57877675;3215545;;
Hannabel;Ignatjev;N;18.08.1956;45608182672;Hiiumaa;Aroonia;Hellamaa;küla;55427844;4623096;;
Meeri;Kiisk;N;18.08.1967;46708186931;Põlvamaa;Elva;Kastmekoja;küla;57383204;7912811;;
Helari;Peterson;M;18.08.2006;50608181336;Järvamaa;Puhke;Rikassaare;küla;53262635;3829195;;
Nikolai;Kadak;M;18.08.1987;38708183529;Harjumaa;Wilhelm Struve;Aaviku;küla;53845255;6946123;;
Greete;Varik;N;18.08.1974;47408180855;Pärnumaa;Vase tänav;Jaagupi;küla;50907821;4415358;;
Marten;Filippov;M;18.08.1992;39208187330;Võrumaa;Liivajõe;Lepä;küla;57661579;7821475;;
Deivid;Ševtšenko;M;18.08.2007;50708186536;Harjumaa;Leedri tee;Rehemäe;küla;57121070;6895200;18.02.2012;4
Mark;Antonov;M;18.08.1976;37608188537;Võrumaa;Lepa;Vinski;küla;56456572;7868654;;
Eliisabet;Kivilo;N;21.04.1976;47604217957;Saaremaa;Friedrich Reinhold Kreutzwaldi;Kallemäe;küla;;4553807;18.08.1976;0
Annika;Teder;N;18.08.1914;41408185985;Ida-Virumaa;Veeberi tänav;Karjamaa;küla;51653569;3323618;;
Dagmar;Lill;N;18.08.1991;49108180072;Harjumaa;Nõlvaku;Rannamõisa;küla;55388453;6725779;;
Kenet;Väli;M;18.08.1956;35608182365;Harjumaa;Möldri;Viskla;küla;56600750;6485215;;
Markos;Pikk;M;18.08.1917;31708185212;Raplamaa;Rahukohtu;Prillimäe;alevik;50607502;4895654;;
Semjon;Soosaar;M;18.08.1912;31208180875;Valgamaa;Lehiste puiestee;Supa;küla;59885757;7691732;;
Margus;Heinsalu;M;18.08.1901;30108184083;Pärnumaa;Lummu;Maikse;küla;50829935;4487736;;
Cristina;Bell;N;17.08.1996;49608173946;Raplamaa;Kärbi;Lõpemetsa;küla;59860414;4848898;18.08.2003;7
Bruno;Sidorov;M;24.03.1904;30403248177;Läänemaa;Nikolai;Kiideva;küla;;4718453;18.08.1955;51
Vladimir;Kapp;M;18.08.1974;37408182429;Harjumaa;Äigrumäe tee;Valgejõe;küla;56135960;6434741;;
Peeter;Jürgens;M;18.08.1961;36108180712;Hiiumaa;Ringi;Reheselja;küla;54061364;4620210;;
Rita;Tsvetkov;N;18.08.1989;48908185057;Pärnumaa;Kesa põik;Rukkiküla;küla;59421876;4468530;;
Heleriin;Sander;N;18.08.1954;45408188324;Harjumaa;Käokäpa tee;Sõrve;küla;57749362;6922948;;
Max;Kotov;M;18.08.1948;34808189835;Hiiumaa;Mustjõe põik;Kopa;küla;58855549;4623722;;
Meeri;Simm;N;18.08.1921;42108185751;Harjumaa;Kruusa;Kata;küla;55878782;6326809;;
Marie;Koitla;N;18.08.1985;48508185241;Saaremaa;Ôhtu  pôik;Väike-Rootsi;küla;52897987;4543149;;
Jelizaveta;Abbt;N;18.08.2012;61208189354;Harjumaa;Tallinna maantee;Kersalu;küla;55195642;6586542;;
Ingrid;Moroz;N;18.08.1901;40108180392;Läänemaa;Tamme põik;Vaisi;küla;52106934;4727738;;
Veroonika;Jakovlev;N;18.08.1931;43108185405;Põlvamaa;Põldmarja;Mustakurmu;küla;55600225;7918161;;
Anton;Vaher;M;18.08.2016;51608188663;Hiiumaa;Rukkilille tee;Viiri;küla;59624876;4696052;;
Reeli;Antonov;N;18.08.1909;40908187805;Läänemaa;Sihi;Kudani;küla;51279251;4772894;;
Leonard;Maripuu;M;18.08.1968;36808185105;Põlvamaa;Kihnu;Valgesoo;küla;59226645;7988813;;
Alesja;Kohv;N;18.08.1930;43008188153;Saaremaa;Lõikuse;Raugi;küla;54497404;4556497;25.04.2007;76
Helle;Lokk;N;18.08.2007;60708187193;Ida-Virumaa;Palsami;Koogu;küla;53087355;3355404;;
Tamara;Järvekülg;N;24.10.1970;47010241429;Põlvamaa;Kuristiku;Süvahavva;küla;59742985;7913455;18.08.1992;21
Roman;Kuznetsov;M;18.08.1926;32608187253;Viljandimaa;Põldmarja;Olustvere;alevik;58218890;4359411;;
Jorgen;Aru;M;18.08.1924;32408184285;Põlvamaa;Saarepiiga puiestee;Sarvemäe;küla;57106031;7953765;;
Merli;Ojaste;N;18.08.1962;46208188291;Ida-Virumaa;Kuiv;Kohtla-Nõmme;alev;53395732;3377179;;
Anna-Liis;Laanemets;N;18.08.1986;48608182718;Saaremaa;Anton Hansen Tammsaare pst;Täätsi;küla;52354560;4515386;;
Simmo;Pruul;M;18.08.1934;33408185662;Lääne-Virumaa;Tuleraua;Väike-Maarja;alevik;50789463;3253600;;
Arabella;Luiga;N;18.08.1970;47008189935;Raplamaa;Suvituse;Sulu;küla;52348689;4872300;;
Eliza;Lepik;N;18.08.1903;40308181160;Saaremaa;Tallinna maantee;Rootsivere;küla;55775316;4584967;;
Grete-Liis;Tamm;N;18.08.1988;48808181744;Pärnumaa;J. Tõnissoni;Luuri;küla;50897684;4455310;;
Nikol;Kazakov;N;18.08.1965;46508184634;Harjumaa;Vôimlemise;Maeru;küla;50526479;6321528;;
Kairit;Pettai;N;18.08.1950;45008187526;Hiiumaa;Kasesalu;Mäeküla;küla;59466716;4694535;;
Urmas;Meister;M;18.08.1959;35908189719;Harjumaa;Puuvilja;Sookaera;küla;53280794;6639904;;
Mikael;Kurg;M;18.08.1960;36008188775;Läänemaa;Mäepere;Kasari;küla;59520142;4710453;;
Elis;Kirillov;N;18.08.2018;61808188128;Hiiumaa;Vabaõhumuuseumi tee;Ülendi;küla;59969553;4665703;;
Elari;Oras;M;11.05.1974;37405114631;Võrumaa;Lüüsi;Mäe-Kõoküla;küla;55924842;7805979;18.08.1999;25
Gerda;Beljajev;N;18.08.1931;43108185213;Pärnumaa;Nõmme-Kase;Lemsi;küla;51083804;4415821;;
Amanda;Lill;N;18.08.1974;47408180717;Tartumaa;Kaunase puiestee;Soosilla;küla;53474775;7838543;;
Hedi;Laas;N;18.08.1983;48308183237;Raplamaa;J. V. Jannseni;Vana-Kaiu;küla;52650849;4809429;;
Anu;Markus;N;18.08.1978;47808180580;Ida-Virumaa;Liiva;Kalina;küla;;3341343;14.05.1985;6
Reena;Rätsep;N;18.08.1917;41708187154;Harjumaa;Mureli;Pedase;küla;;6941771;15.06.1960;42
Yana;Jürgenson;N;18.08.1953;45308180295;Läänemaa;Linnu tee;Võntküla;küla;50735931;4742580;;
Karol;Tiits;M;18.08.1983;38308182870;Lääne-Virumaa;Pelguranna;Vetiku;küla;57358051;3200709;;
Johannes;Meister;M;18.08.2009;50908181416;Ida-Virumaa;Müta;Saka;küla;54599777;3390455;27.01.2012;2
Juhan;Raudsepp;M;18.08.2018;51808186168;Saaremaa;Mõisapõllu;Tuiu;küla;50078701;4559749;;
Mariann;Oks;N;18.08.2017;61708181399;Järvamaa;Naeri;Vao;küla;55765989;3809496;;
Kairit;Kalm;N;18.08.1916;41608185889;Harjumaa;Lodja tee;Vaidasoo;küla;50978330;6141688;;
Alissa;Reimann;N;18.11.1938;43811185634;Hiiumaa;Vana-Kalamaja;Sülluste;küla;;4650142;18.08.1962;23
Lev;Stepanov;M;18.08.1942;34208180677;Tartumaa;Purje;Kusma;küla;50110862;7207263;;
Anne-Mari;Karro;N;18.08.1917;41708189182;Lääne-Virumaa;Suur-Männiku;Orguse;küla;53170928;3284029;;
Steven;Koort;M;18.08.1936;33608181684;Hiiumaa;Graniidi;Heltermaa;küla;57006650;4685549;;
Olavi;Pavlov;M;26.10.1922;32210265008;Tartumaa;Lüli;Vehendi;küla;;7492645;18.08.1962;39
Sabrina;Sarap;N;18.08.1983;48308180773;Harjumaa;Võidu prospekt;Kolga;alevik;52165016;6346356;;
Helene;Raud;N;18.08.1947;44708184379;Valgamaa;Õhtu;Õru;alevik;50499980;7697817;;
Joosep;Maksimov;M;18.08.1972;37208184494;Saaremaa;Mätta;Kärla;alevik;55129990;4593889;;
Emilie;Alas;N;18.08.1996;49608183049;Võrumaa;Püssirohu;Väiku-Ruuga;küla;59276484;7874797;;
Auli;Sirel;N;18.08.1918;41808188279;Võrumaa;Tervishoiu;Suurõ-Ruuga;küla;58033300;7808298;;
Anton;Tali;M;18.08.1964;36408186545;Võrumaa;Tuukri;Laisi;küla;56431551;7877485;;
Helina;Kelder;N;18.08.2003;60308184334;Võrumaa;Esku;Kõlbi;küla;56434362;7802921;;
Roberta;Sepp;N;18.08.1917;41708183249;Ida-Virumaa;Kastevarre tee;Atsalama;küla;57362958;3321982;;
Izabella;Heinsalu;N;18.08.1984;48408183392;Läänemaa;Rataskaevu;Rohense;küla;54860075;4705983;;
Argo;Piirsalu;M;18.08.1953;35308187285;Jõgevamaa;Luule;Kõrenduse;küla;52114816;7702534;;
Kaileen;Valge;N;18.08.2005;60508181076;Võrumaa;Lummu;Visela;küla;59329820;7862636;07.07.2012;6
Berit;Heinsalu;N;18.08.1992;49208184889;Pärnumaa;Kannikese;Kilgi;küla;56432103;4465099;;
Maarjo;Teras;M;18.08.1923;32308187502;Ida-Virumaa;Mailase tee;Varesmetsa;küla;57638597;3329438;;
Alesja;Anderson;N;18.08.1988;48808188678;Lääne-Virumaa;Jõe;Kõldu;küla;55184066;3256685;;
Janeli;Vaht;N;18.08.1924;42408180224;Harjumaa;Kalmistu tee;Suursoo;küla;;6681299;29.06.1956;31
Mariann;Kasemaa;N;09.09.1923;42309091309;Põlvamaa;Kõrkja tee;Koorvere;küla;54944302;7992595;18.08.2012;88
Gerda;Roos;N;18.08.1901;40108187414;Ida-Virumaa;Hüübi;Püssi;linn;58163032;3306601;;
Helar;Treial;M;18.08.1922;32208182346;Pärnumaa;Idakaare põik;Eense;küla;57492047;4419297;;
Marti;Roos;M;18.08.1940;34008183460;Võrumaa;Tuisu;Pillardi;küla;57134897;7844825;;
Teet;Tooming;M;18.08.1945;34508181756;Järvamaa;Mere  puiestee;Aasuvälja;küla;51438770;3898152;;
Janari;Konovalov;M;18.08.1970;37008181013;Võrumaa;Kulgu;Tallima;küla;54752510;7850536;;
Eliis;Kaljula;N;18.08.1970;47008181790;Võrumaa;Püssi;Kusnetsova;küla;53846865;7861710;;
Alexey;Žuravljov;M;18.08.1935;33508182462;Pärnumaa;Mõisa park;Pootsi;küla;54252875;4444059;24.03.2009;73
Maiken;Klavan;N;18.08.2013;61308189335;Harjumaa;Kanuti;Humala;küla;59682627;6527405;;
Mari-Ann;Allik;N;18.08.2008;60808182338;Võrumaa;Jahimehe põik;Heeska;küla;51278156;7828911;;
Allan;Ossipov;M;18.08.1907;30708181448;Viljandimaa;Rästa põik;Suislepa;küla;57425996;4336475;;
